co,id2_intermedio,id3_intermedio
0201000065X,7587,12710
0201000066X,7588,12711
0201000067X,7589,12712
0201000068X,7590,12713
0201000069X,7591,12714
0201000070X,7592,12715
0201000071X,7593,12716
0201000072X,7594,12717
0201000073X,7595,12718
0201000074X,7596,12719
0201000075X,7597,12720
0201000076X,7598,12721
0201000077X,7599,12722
0201000078X,7600,12723
0201009001E,7601,12724
0201100001X,7602,12725
0201100002X,7603,12726
0201100003X,7604,12727
0201100004X,7605,12728
0201100005X,7606,12729
0201100006X,7607,12730
0201100007X,7608,12731
0201100008X,7609,12732
0201100009X,7610,12733
0201100010X,7611,12734
0201100011X,7612,12735
0201100012X,7613,12736
0201100013X,7614,12737
0201100014X,7615,12738
0201100015X,7616,12739
0201100016X,7617,12740
0201100017X,7618,12741
0201100018X,7619,12742
0201100019X,7620,12743
0201100020X,7621,12744
0201100021X,7622,12745
0201100022X,7623,12746
0201100023X,7624,12747
0201100024X,7625,12748
0201100025X,7626,12749
0201100026X,7627,12750
0201100027X,7628,12751
0201100028X,7629,12752
0201100029X,7630,12753
0201100030X,7631,12754
0201100031X,7632,12755
0201100032X,7633,12756
0201100033X,7634,12757
0201100034X,7635,12758
0201100035X,7636,12759
0201100036X,7637,12760
0201100037X,7638,12761
0201100038X,7639,12762
0201100039X,7640,12763
0201100040X,7641,12764
0201100041X,7642,12765
0201100042X,7643,12766
0201100043X,7644,12767
0201100044X,7645,12768
0201100045X,7646,12769
0201100046X,7647,12770
0201100047X,7648,12771
0201100048X,7649,12772
0201100049X,7650,12773
0201100050X,7651,12774
0201100051X,7652,12775
0201100052X,7653,12776
0201100053X,7654,12777
0201100054X,7655,12778
0201100055X,7656,12779
0201100056X,7657,12780
0201100057X,7658,12781
0201100058X,7659,12782
0201100059X,7660,12783
0201100060X,7661,12784
0201100061X,7662,12785
0201100062X,7663,12786
0201100063X,7664,12787
0201100064X,7665,12788
0201100065X,7666,12789
0201100066X,7667,12790
0201100067X,7668,12791
0201100068X,7669,12792
0201100069X,7670,12793
0201100070X,7671,12794
0201100071X,7672,12795
0201100072X,7673,12796
0201100073X,7674,12797
0201100074X,7675,12798
0201100075X,7676,12799
0201100076X,7677,12800
0201100077X,7678,12801
0201100078X,7679,12802
0201100079X,7680,12803
0201100080X,7681,12804
0201100081X,7682,12805
0201100082X,7683,12806
0201100083X,7684,12807
0201100084X,7685,12808
0201100085X,7686,12809
0201100086X,7687,12810
0201100087X,7688,12811
0201100088X,7689,12812
0201100089X,7690,12813
0201100090X,7691,12814
0201100091X,7692,12815
0201100092X,7693,12816
0201100093X,7694,12817
0201100094X,7695,12818
0201100095X,7696,12819
0201100096X,7697,12820
0201100097X,7698,12821
0201100098X,7699,12822
0201100099X,7700,12823
0201100100X,7701,12824
0201100101X,7702,12825
0201100102X,7703,12826
0201100103X,7704,12827
0201100104X,7705,12828
0201100105X,7706,12829
0201100106X,7707,12830
0201100107X,7708,12831
0201100108X,7709,12832
0201100109X,7710,12833
0201100110X,7711,12834
0201100111X,7712,12835
0201100112X,7713,12836
0201100113X,7714,12837
0201100114X,7715,12838
0201100115X,7716,12839
0201100116X,7717,12840
0201100117X,7718,12841
0201100118X,7719,12842
0201100119X,7720,12843
0201100120X,7721,12844
0201100121X,7722,12845
0201100122X,7723,12846
0201100123X,7724,12847
0201100124X,7725,12848
0201100125X,7726,12849
0201100126X,7727,12850
0201100127X,7728,12851
0201100128X,7729,12852
0201100129X,7730,12853
0201100130X,7731,12854
0201100131X,7732,12855
0201100132X,7733,12856
0201100133X,7734,12857
0201100134X,7735,12858
0201100135X,7736,12859
0201100136X,7737,12860
0201100137X,7738,12861
0201100138X,7739,12862
0201100139X,7740,12863
0201100140X,7741,12864
0201100141X,7742,12865
0201100142X,7743,12866
0201100143X,7744,12867
0201100144X,7745,12868
0201100145X,7746,12869
0201100146X,7747,12870
0201100147X,7748,12871
0201100148X,7749,12872
0201100149X,7750,12873
0201100150X,7751,12874
0201100151X,7752,12875
0201100152X,7753,12876
0201100153X,7754,12877
0201100154X,7755,12878
0201100155X,7756,12879
0201100156X,7757,12880
0201100157X,7758,12881
0201100158X,7759,12882
0201100159X,7760,12883
0201100160X,7761,12884
0201100161X,7762,12885
0201100162X,7763,12886
0201100163X,7764,12887
0201100164X,7765,12888
0201100165X,7766,12889
0201100166X,7767,12890
0201100167X,7768,12891
0201100168X,7769,12892
0201100169X,7770,12893
0201100170X,7771,12894
0201100171X,7772,12895
0201100172X,7773,12896
0201100173X,7774,12897
0201100174X,7775,12898
0201100175X,7776,12899
0201100176X,7777,12900
0201100177X,7778,12901
0201100178X,7779,12902
0201100179X,7780,12903
0201100180X,7781,12904
0201100181X,7782,12905
0201100182X,7783,12906
0201100183X,7784,12907
0201100184X,7785,12908
0201100185X,7786,12909
0201100186X,7787,12910
0201100187X,7788,12911
0201100188X,7789,12912
0201100189X,7790,12913
0201100190X,7791,12914
0201100191X,7792,12915
0201100192X,7793,12916
0201100193X,7794,12917
0201100194X,7795,12918
0201100195X,7796,12919
0201100196X,7797,12920
0201100197X,7798,12921
0201100198X,7799,12922
0201100199X,7800,12923
0201100200X,7801,12924
0201100201X,7802,12925
0201100202X,7803,12926
0201100203X,7804,12927
0201100204X,7805,12928
0201100205X,7806,12929
0201100206X,7807,12930
0201100207X,7808,12931
0201100208X,7809,12932
0201100209X,7810,12933
0201100210X,7811,12934
0201100211X,7812,12935
0201100212X,7813,12936
0201100213X,7814,12937
0201100214X,7815,12938
0201100215X,7816,12939
0201100216X,7817,12940
0201100217X,7818,12941
0201100218X,7819,12942
0201100219X,7820,12943
0201100220X,7821,12944
0201100221X,7822,12945
0201100222X,7823,12946
0201100223X,7824,12947
0201100224X,7825,12948
0201100225X,7826,12949
0201100226X,7827,12950
0201100227X,7828,12951
0201100228X,7829,12952
0201100229X,7830,12953
0201100230X,7831,12954
0201100231X,7832,12955
0201100232X,7833,12956
0201100233X,7834,12957
0201100234X,7835,12958
0201100235X,7836,12959
0201100236X,7837,12960
0201100237X,7838,12961
0201100238X,7839,12962
0201100239X,7840,12963
0201100240X,7841,12964
0201100241X,7842,12965
0201100242X,7843,12966
0201100243X,7844,12967
0201100244X,7845,12968
0201100245X,7846,12969
0201100246X,7847,12970
0201100247X,7848,12971
0201100248X,7849,12972
0201100249X,7850,12973
0201100250X,7851,12974
0201100251X,7852,12975
0201100252X,7853,12976
0201100253X,7854,12977
0201100254X,7855,12978
0201100255X,7856,12979
0201100256X,7857,12980
0201100257X,7858,12981
0201100258X,7859,12982
0201100259X,7860,12983
0201100260X,7861,12984
0201100261X,7862,12985
0201100262X,7863,12986
0201100263X,7864,12987
0201100264X,7865,12988
0201100265X,7866,12989
0201100266X,7867,12990
0201100267X,7868,12991
0201100268X,7869,12992
0201100269X,7870,12993
0201100270X,7871,12994
0201100271X,7872,12995
0201100272X,7873,12996
0201100273X,7874,12997
0201100274X,7875,12998
0201100275X,7876,12999
0201100276X,7877,13000
0201100277X,7878,13001
0201100278X,7879,13002
0201100279X,7880,13003
0201100280X,7881,13004
0201100281X,7882,13005
0201100282X,7883,13006
0201100283X,7884,13007
0201100284X,7885,13008
0201100285X,7886,13009
0201100286X,7887,13010
0201100287X,7888,13011
0201100288X,7889,13012
0201100289X,7890,13013
0201100290X,7891,13014
0201100291X,7892,13015
0201100292X,7893,13016
0201100293X,7894,13017
0201100294X,7895,13018
0201100295X,7896,13019
0201100296X,7897,13020
0201100297X,7898,13021
0201100298X,7899,13022
0201100299X,7900,13023
0201100300X,7901,13024
0201100301X,7902,13025
0201100302X,7903,13026
0201100303X,7904,13027
0201100304X,7905,13028
0201100305X,7906,13029
0201100306X,7907,13030
0201100307X,7908,13031
0201100308X,7909,13032
0201100309X,7910,13033
0201100310X,7911,13034
0201100311X,7912,13035
0201100312X,7913,13036
0201100313X,7914,13037
0201100314X,7915,13038
0201100315X,7916,13039
0201100316X,7917,13040
0201100317X,7918,13041
0201100318X,7919,13042
0201100319X,7920,13043
0201100320X,7921,13044
0201100321X,7922,13045
0201100322X,7923,13046
0201100323X,7924,13047
0201100324X,7925,13048
0201100325X,7926,13049
0201100326X,7927,13050
0201100327X,7928,13051
0201100328X,7929,13052
0201100329X,7930,13053
0201100330X,7931,13054
0201100331X,7932,13055
0201100332X,7933,13056
0201100333X,7934,13057
0201100334X,7935,13058
0201100335X,7936,13059
0201100336X,7937,13060
0201100337X,7938,13061
0201100338X,7939,13062
0201100339X,7940,13063
0201100340X,7941,13064
0201100341X,7942,13065
0201100342X,7943,13066
0201100343X,7944,13067
0201100344X,7945,13068
0201100345X,7946,13069
0201100346X,7947,13070
0201100347X,7948,13071
0201100348X,7949,13072
0201100349X,7950,13073
0201100350X,7951,13074
0201100351X,7952,13075
0201100352X,7953,13076
0201100353X,7954,13077
0201100354X,7955,13078
0201100355X,7956,13079
0201100356X,7957,13080
0201100357X,7958,13081
0201100358X,7959,13082
0201100359X,7960,13083
0201100360X,7961,13084
0201100361X,7962,13085
0201100362X,7963,13086
0201100363X,7964,13087
0201100364X,7965,13088
0201100365X,7966,13089
0201100366X,7967,13090
0201100367X,7968,13091
0201100368X,7969,13092
0201100369X,7970,13093
0201100370X,7971,13094
0201100371X,7972,13095
0201100372X,7973,13096
0201100373X,7974,13097
0201100374X,7975,13098
0201100375X,7976,13099
0201100376X,7977,13100
0201100377X,7978,13101
0201100378X,7979,13102
0201100379X,7980,13103
0201100380X,7981,13104
0201100381X,7982,13105
0201100382X,7983,13106
0201100383X,7984,13107
0201100384X,7985,13108
0201100385X,7986,13109
0201100386X,7987,13110
0201100387X,7988,13111
0201100388X,7989,13112
0201100389X,7990,13113
0201100390X,7991,13114
0201100391X,7992,13115
0201100392X,7993,13116
0201100393X,7994,13117
0201100394X,7995,13118
0201100395X,7996,13119
0201100396X,7997,13120
0201100397X,7998,13121
0201100398X,7999,13122
0201100399X,8000,13123
0201100400X,8001,13124
0201100401X,8002,13125
0201100402X,8003,13126
0201100403X,8004,13127
0201100404X,8005,13128
0201100405X,8006,13129
0201100406X,8007,13130
0201100407X,8008,13131
0201100408X,8009,13132
0201100409X,8010,13133
0201100410X,8011,13134
0201100411X,8012,13135
0201100412X,8013,13136
0201100413X,8014,13137
0201100414X,8015,13138
0201100415X,8016,13139
0201100416X,8017,13140
0201100417X,8018,13141
0201100418X,8019,13142
0201100419X,8020,13143
0201100420X,8021,13144
0201100421X,8022,13145
0201100422X,8023,13146
0201100423X,8024,13147
0201100424X,8025,13148
0201100425X,8026,13149
0201100426X,8027,13150
0201100427X,8028,13151
0201100428X,8029,13152
0201100429X,8030,13153
0201100430X,8031,13154
0201100431X,8032,13155
0201100432X,8033,13156
0201100433X,8034,13157
0201100434X,8035,13158
0201100435X,8036,13159
0201100436X,8037,13160
0201100437X,8038,13161
0201100438X,8039,13162
0201100439X,8040,13163
0201100440X,8041,13164
0201100441X,8042,13165
0201100442X,8043,13166
0201100443X,8044,13167
0201100444X,8045,13168
0201100445X,8046,13169
0201100446X,8047,13170
0201100447X,8048,13171
0201100448X,8049,13172
0201100449X,8050,13173
0201100450X,8051,13174
0201100451X,8052,13175
0201100452X,8053,13176
0201100453X,8054,13177
0201100454X,8055,13178
0201100455X,8056,13179
0201100456X,8057,13180
0201100457X,8058,13181
0201100458X,8059,13182
0201100459X,8060,13183
0201100460X,8061,13184
0201100461X,8062,13185
0201100462X,8063,13186
0201100463X,8064,13187
0201100464X,8065,13188
0201100465X,8066,13189
0201100466X,8067,13190
0201100467X,8068,13191
0201100468X,8069,13192
0201100469X,8070,13193
0201100470X,8071,13194
0201100471X,8072,13195
0201100472X,8073,13196
0201100473X,8074,13197
0201100474X,8075,13198
0201100475X,8076,13199
0201100476X,8077,13200
0201100477X,8078,13201
0201100478X,8079,13202
0201100479X,8080,13203
0201100480X,8081,13204
0201100481X,8082,13205
0201100482X,8083,13206
0201100483X,8084,13207
0201100484X,8085,13208
0201100485X,8086,13209
0201100486X,8087,13210
0201100487X,8088,13211
0201100488X,8089,13212
0201100489X,8090,13213
0201100490X,8091,13214
0201100491X,8092,13215
0201100492X,8093,13216
0201100493X,8094,13217
0201100494X,8095,13218
0201100495X,8096,13219
0201100496X,8097,13220
0201100497X,8098,13221
0201100498X,8099,13222
0201100499X,8100,13223
0201100500X,8101,13224
0201100501X,8102,13225
0201100502X,8103,13226
0201100503X,8104,13227
0201100504X,8105,13228
0201100505X,8106,13229
0201100506X,8107,13230
0201100507X,8108,13231
0201100508X,8109,13232
0201100509X,8110,13233
0201100510X,8111,13234
0201100511X,8112,13235
0201100512X,8113,13236
0201100513X,8114,13237
0201100514X,8115,13238
0201100515X,8116,13239
0201100516X,8117,13240
0201100517X,8118,13241
0201100518X,8119,13242
0201100519X,8120,13243
0201100520X,8121,13244
0201100521X,8122,13245
0201100522X,8123,13246
0201100523X,8124,13247
0201100524X,8125,13248
0201100525X,8126,13249
0201100526X,8127,13250
0201100527X,8128,13251
0201100528X,8129,13252
0201100529X,8130,13253
0201100530X,8131,13254
0201100531X,8132,13255
0201100532X,8133,13256
0201100533X,8134,13257
0201100534X,8135,13258
0201100535X,8136,13259
0201100536X,8137,13260
0201100537X,8138,13261
0201100538X,8139,13262
0201100539X,8140,13263
0201100540X,8141,13264
0201100541X,8142,13265
0201100542X,8143,13266
0201100543X,8144,13267
0201100544X,8145,13268
0201100545X,8146,13269
0201100546X,8147,13270
0201100547X,8148,13271
0201100548X,8149,13272
0201100549X,8150,13273
0201100550X,8151,13274
0201100551X,8152,13275
0201100552X,8153,13276
0201100553X,8154,13277
0201100554X,8155,13278
0201100555X,8156,13279
0201100556X,8157,13280
0201100557X,8158,13281
0201100558X,8159,13282
0201100559X,8160,13283
0201100560X,8161,13284
0201100561X,8162,13285
0201100562X,8163,13286
0201100563X,8164,13287
0201100564X,8165,13288
0201100565X,8166,13289
0201100566X,8167,13290
0201100567X,8168,13291
0201100568X,8169,13292
0201100569X,8170,13293
0201100570X,8171,13294
0201100571X,8172,13295
0201100572X,8173,13296
0201100573X,8174,13297
0201100574X,8175,13298
0201100575X,8176,13299
0201100576X,8177,13300
0201100577X,8178,13301
0201100578X,8179,13302
0201100579X,8180,13303
0201100580X,8181,13304
0201100581X,8182,13305
0201100582X,8183,13306
0201100583X,8184,13307
0201100584X,8185,13308
0201100585X,8186,13309
0201100586X,8187,13310
0201100587X,8188,13311
0201100588X,8189,13312
0201100589X,8190,13313
0201100590X,8191,13314
0201100591X,8192,13315
0201100592X,8193,13316
0201100593X,8194,13317
0201100594X,8195,13318
0201100595X,8196,13319
0201100596X,8197,13320
0201100597X,8198,13321
0201100598X,8199,13322
0201100599X,8200,13323
0201100600X,8201,13324
0201100601X,8202,13325
0201100602X,8203,13326
0201100603X,8204,13327
0201100604X,8205,13328
0201100605X,8206,13329
0201100606X,8207,13330
0201100607X,8208,13331
0201100608X,8209,13332
0201100609X,8210,13333
0201100610X,8211,13334
0201100611X,8212,13335
0201100612X,8213,13336
0201100613X,8214,13337
0201100614X,8215,13338
0201100615X,8216,13339
0201100616X,8217,13340
0201100617X,8218,13341
0201100618X,8219,13342
0201100619X,8220,13343
0201100620X,8221,13344
0201100621X,8222,13345
0201100622X,8223,13346
0201100623X,8224,13347
0201100624X,8225,13348
0201100625X,8226,13349
0201100626X,8227,13350
0201100627X,8228,13351
0201100628X,8229,13352
0201100629X,8230,13353
0201100630X,8231,13354
0201100631X,8232,13355
0201100632X,8233,13356
0201100633X,8234,13357
0201100634X,8235,13358
0201100635X,8236,13359
0201100636X,8237,13360
0201100637X,8238,13361
0201100638X,8239,13362
0201100639X,8240,13363
0201100640X,8241,13364
0201100641X,8242,13365
0201100642X,8243,13366
0201100643X,8244,13367
0201100644X,8245,13368
0201100645X,8246,13369
0201100646X,8247,13370
0201100647X,8248,13371
0201100648X,8249,13372
0201100649X,8250,13373
0201100650X,8251,13374
0201100651X,8252,13375
0201100652X,8253,13376
0201100653X,8254,13377
0201100654X,8255,13378
0201100655X,8256,13379
0201100656X,8257,13380
0201100657X,8258,13381
0201100658X,8259,13382
0201100659X,8260,13383
0201100660X,8261,13384
0201100661X,8262,13385
0201100662X,8263,13386
0201100663X,8264,13387
0201100664X,8265,13388
0201100665X,8266,13389
0201100666X,8267,13390
0201100667X,8268,13391
0201100668X,8269,13392
0201100669X,8270,13393
0201100670X,8271,13394
0201100671X,8272,13395
0201100672X,8273,13396
0201100673X,8274,13397
0201100674X,8275,13398
0201100675X,8276,13399
0201100676X,8277,13400
0201100677X,8278,13401
0201100678X,8279,13402
0201100679X,8280,13403
0201100680X,8281,13404
0201100681X,8282,13405
0201100682X,8283,13406
0201100683X,8284,13407
0201100684X,8285,13408
0201100685X,8286,13409
0201100686X,8287,13410
0201100687X,8288,13411
0201100688X,8289,13412
0201100689X,8290,13413
0201100690X,8291,13414
0201100691X,8292,13415
0201100692X,8293,13416
0201100693X,8294,13417
0201100694X,8295,13418
0201100695X,8296,13419
0201100696X,8297,13420
0201100697X,8298,13421
0201100698X,8299,13422
0201100699X,8300,13423
0201100700X,8301,13424
0201100701X,8302,13425
0201100702X,8303,13426
0201100703X,8304,13427
0201100704X,8305,13428
0201100705X,8306,13429
0201100706X,8307,13430
0201100707X,8308,13431
0201100708X,8309,13432
0201100709X,8310,13433
0201100710X,8311,13434
0201100711X,8312,13435
0201100712X,8313,13436
0201100713X,8314,13437
0201100714X,8315,13438
0201100715X,8316,13439
0201100716X,8317,13440
0201100717X,8318,13441
0201100718X,8319,13442
0201100719X,8320,13443
0201100720X,8321,13444
0201100721X,8322,13445
0201100722X,8323,13446
0201100723X,8324,13447
0201100724X,8325,13448
0201100725X,8326,13449
0201100726X,8327,13450
0201100727X,8328,13451
0201100728X,8329,13452
0201100729X,8330,13453
0201100730X,8331,13454
0201100731X,8332,13455
0201100732X,8333,13456
0201100733X,8334,13457
0201100734X,8335,13458
0201100735X,8336,13459
0201100736X,8337,13460
0201100737X,8338,13461
0201100738X,8339,13462
0201100739X,8340,13463
0201100740X,8341,13464
0201100741X,8342,13465
0201100742X,8343,13466
0201100743X,8344,13467
0201100744X,8345,13468
0201100745X,8346,13469
0201100746X,8347,13470
0201100747X,8348,13471
0201100748X,8349,13472
0201100749X,8350,13473
0201100750X,8351,13474
0201100751X,8352,13475
0201100752X,8353,13476
0201100753X,8354,13477
0201100754X,8355,13478
0201100755X,8356,13479
0201100756X,8357,13480
0201100757X,8358,13481
0201100758X,8359,13482
0201100759X,8360,13483
0201100760X,8361,13484
0201100761X,8362,13485
0201100762X,8363,13486
0201100763X,8364,13487
0201100764X,8365,13488
0201100765X,8366,13489
0201100766X,8367,13490
0201100767X,8368,13491
0201100768X,8369,13492
0201100769X,8370,13493
0201100770X,8371,13494
0201100771X,8372,13495
0201100772X,8373,13496
0201100773X,8374,13497
0201100774X,8375,13498
0201100775X,8376,13499
0201100776X,8377,13500
0201100777X,8378,13501
0201100778X,8379,13502
0201100779X,8380,13503
0201100780X,8381,13504
0201100781X,8382,13505
0201100782X,8383,13506
0201100783X,8384,13507
0201100784X,8385,13508
0201100785X,8386,13509
0201100786X,8387,13510
0201100787X,8388,13511
0201100788X,8389,13512
0201100789X,8390,13513
0201100790X,8391,13514
0201100791X,8392,13515
0201100792X,8393,13516
0201100793X,8394,13517
0201100794X,8395,13518
0201100795X,8396,13519
0201100796X,8397,13520
0201100797X,8398,13521
0201100798X,8399,13522
0201100799X,8400,13523
0201100800X,8401,13524
0201100801X,8402,13525
0201100802X,8403,13526
0201100803X,8404,13527
0201100804X,8405,13528
0201100805X,8406,13529
0201100806X,8407,13530
0201100807X,8408,13531
0201109001E,8409,13532
0201109002E,8410,13533
0201109003E,8411,13534
0201109004E,8412,13535
0201109005E,8413,13536
0201109006E,8414,13537
0201109007E,8415,13538
0201109008E,8416,13539
0201109009E,8417,13540
0201109010E,8418,13541
0201109011E,8419,13542
0201109012E,8420,13543
0201109013E,8421,13544
0201109014E,8422,13545
0201109015E,8423,13546
0201109016E,8424,13547
0201109017E,8425,13548
0201109018E,8426,13549
0201109019E,8427,13550
0201109020E,8428,13551
0201109021E,8429,13552
0201109022E,8430,13553
0201109023E,8431,13554
0201109024E,8432,13555
0201109025E,8433,13556
0201109026E,8434,13557
0201109027E,8435,13558
0201109028E,8436,13559
0201109029E,8437,13560
0201109030E,8438,13561
0201109031E,8439,13562
0201109032E,8440,13563
0201109033E,8441,13564
0201109034E,8442,13565
0201109035E,8443,13566
0201109036E,8444,13567
0201109037E,8445,13568
0201200001X,8446,13569
0201200002X,8447,13570
0201200003X,8448,13571
0201200004X,8449,13572
0201200005X,8450,13573
0201200006X,8451,13574
0201200007X,8452,13575
0201200008X,8453,13576
0201200009X,8454,13577
0201200010X,8455,13578
0201200011X,8456,13579
0201200012X,8457,13580
0201200013X,8458,13581
0201200014X,8459,13582
0201200015X,8460,13583
0201200016X,8461,13584
0201200017X,8462,13585
0201200018X,8463,13586
0201200019X,8464,13587
0201200020X,8465,13588
0201200021X,8466,13589
0201200022X,8467,13590
0201200023X,8468,13591
0201200024X,8469,13592
0201200025X,8470,13593
0201200026X,8471,13594
0201200027X,8472,13595
0201200028X,8473,13596
0201200029X,8474,13597
0201200030X,8475,13598
0201200031X,8476,13599
0201200032X,8477,13600
0201200033X,8478,13601
0201200034X,8479,13602
0201200035X,8480,13603
0201200036X,8481,13604
0201200037X,8482,13605
0201200038X,8483,13606
0201200039X,8484,13607
0201200040X,8485,13608
0201200041X,8486,13609
0201200042X,8487,13610
0201200043X,8488,13611
0201200044X,8489,13612
0201200045X,8490,13613
0201200046X,8491,13614
0201200047X,8492,13615
0201200048X,8493,13616
0201200049X,8494,13617
0201200050X,8495,13618
0201200051X,8496,13619
0201200052X,8497,13620
0201200053X,8498,13621
0201200054X,8499,13622
0201200055X,8500,13623
0201200056X,8501,13624
0201200057X,8502,13625
0201200058X,8503,13626
0201200059X,8504,13627
0201200060X,8505,13628
0201200061X,8506,13629
0201200062X,8507,13630
0201200063X,8508,13631
0201200064X,8509,13632
0201200065X,8510,13633
0201200066X,8511,13634
0201200067X,8512,13635
0201200068X,8513,13636
0201200069X,8514,13637
0201200070X,8515,13638
0201200071X,8516,13639
0201200072X,8517,13640
0201200073X,8518,13641
0201200074X,8519,13642
0201200075X,8520,13643
0201200076X,8521,13644
0201200077X,8522,13645
0201200078X,8523,13646
0201200079X,8524,13647
0201200080X,8525,13648
0201200081X,8526,13649
0201200082X,8527,13650
0201200083X,8528,13651
0201200084X,8529,13652
0201200085X,8530,13653
0201200086X,8531,13654
0201200087X,8532,13655
0201200088X,8533,13656
0201200089X,8534,13657
0201200090X,8535,13658
0201200091X,8536,13659
0201200092X,8537,13660
0201200093X,8538,13661
0201200094X,8539,13662
0201200095X,8540,13663
0201200096X,8541,13664
0201200097X,8542,13665
0201200098X,8543,13666
0201200099X,8544,13667
0201200100X,8545,13668
0201200101X,8546,13669
0201200102X,8547,13670
0201200103X,8548,13671
0201200104X,8549,13672
0201200105X,8550,13673
0201200106X,8551,13674
0201200107X,8552,13675
0201200108X,8553,13676
0201200109X,8554,13677
0201200110X,8555,13678
0201200111X,8556,13679
0201200112X,8557,13680
0201200113X,8558,13681
0201200114X,8559,13682
0201200115X,8560,13683
0201200116X,8561,13684
0201200117X,8562,13685
0201200118X,8563,13686
0201200119X,8564,13687
0201200120X,8565,13688
0201200121X,8566,13689
0201200122X,8567,13690
0201200123X,8568,13691
0201200124X,8569,13692
0201200125X,8570,13693
0201200126X,8571,13694
0201200127X,8572,13695
0201200128X,8573,13696
0201200129X,8574,13697
0201200130X,8575,13698
0201200131X,8576,13699
0201200132X,8577,13700
0201200133X,8578,13701
0201200134X,8579,13702
0201200135X,8580,13703
0201200136X,8581,13704
0201200137X,8582,13705
0201200138X,8583,13706
0201200139X,8584,13707
0201200140X,8585,13708
0201200141X,8586,13709
0201200142X,8587,13710
0201200143X,8588,13711
0201200144X,8589,13712
0201200145X,8590,13713
0201200146X,8591,13714
0201200147X,8592,13715
0201200148X,8593,13716
0201200149X,8594,13717
0201200150X,8595,13718
0201200151X,8596,13719
0201200152X,8597,13720
0201200153X,8598,13721
0201200154X,8599,13722
0201200155X,8600,13723
0201200156X,8601,13724
0201200157X,8602,13725
0201200158X,8603,13726
0201200159X,8604,13727
0201200160X,8605,13728
0201200161X,8606,13729
0201200162X,8607,13730
0201200163X,8608,13731
0201200164X,8609,13732
0201200165X,8610,13733
0201200166X,8611,13734
0201200167X,8612,13735
0201200168X,8613,13736
0201200169X,8614,13737
0201200170X,8615,13738
0201200171X,8616,13739
0201200172X,8617,13740
0201200173X,8618,13741
0201200174X,8619,13742
0201200175X,8620,13743
0201200176X,8621,13744
0201200177X,8622,13745
0201200178X,8623,13746
0201200179X,8624,13747
0201200180X,8625,13748
0201200181X,8626,13749
0201200182X,8627,13750
0201200183X,8628,13751
0201200184X,8629,13752
0201200185X,8630,13753
0201200186X,8631,13754
0201200187X,8632,13755
0201200188X,8633,13756
0201200189X,8634,13757
0201200190X,8635,13758
0201200191X,8636,13759
0201200192X,8637,13760
0201200193X,8638,13761
0201200194X,8639,13762
0201200195X,8640,13763
0201200196X,8641,13764
0201200197X,8642,13765
0201200198X,8643,13766
0201200199X,8644,13767
0201200200X,8645,13768
0201200201X,8646,13769
0201200202X,8647,13770
0201200203X,8648,13771
0201200204X,8649,13772
0201200205X,8650,13773
0201200206X,8651,13774
0201200207X,8652,13775
0201200208X,8653,13776
0201200209X,8654,13777
0201200210X,8655,13778
0201200211X,8656,13779
0201200212X,8657,13780
0201200213X,8658,13781
0201200214X,8659,13782
0201200215X,8660,13783
0201200216X,8661,13784
0201200217X,8662,13785
0201200218X,8663,13786
0201200219X,8664,13787
0201200220X,8665,13788
0201200221X,8666,13789
0201200222X,8667,13790
0201200223X,8668,13791
0201200224X,8669,13792
0201200225X,8670,13793
0201200226X,8671,13794
0201200227X,8672,13795
0201200228X,8673,13796
0201200229X,8674,13797
0201200230X,8675,13798
0201200231X,8676,13799
0201200232X,8677,13800
0201200233X,8678,13801
0201200234X,8679,13802
0201200235X,8680,13803
0201200236X,8681,13804
0201200237X,8682,13805
0201200238X,8683,13806
0201200239X,8684,13807
0201200240X,8685,13808
0201209001E,8686,13809
0201209002E,8687,13810
0201209003E,8688,13811
0201209004E,8689,13812
0201209005E,8690,13813
0201209006E,8691,13814
0201209007E,8692,13815
0201209008E,8693,13816
0201209009E,8694,13817
0201209010E,8695,13818
0201209011E,8696,13819
0201209012E,8697,13820
0201209013E,8698,13821
0201209014E,8699,13822
0201300001X,5132,13823
0201300002X,5133,13824
0201300003X,5134,13825
0201300004X,5135,13826
0201300005X,5136,13827
0201300006X,5137,13828
0201300007X,5138,13829
0201300008X,5139,13830
0201300009X,5140,13831
0201300010X,5141,13832
0201300011X,5142,13833
0201300012X,5143,13834
0201300013X,5144,13835
0201300014X,5145,13836
0201300015X,5146,13837
0201300016X,5147,13838
0201300017X,5148,13839
0201300018X,5149,13840
0201300019X,5150,13841
0201300020X,5151,13842
0201300021X,5152,13843
0201300022X,5153,13844
0201300023X,5154,13845
0201300024X,5155,13846
0201300025X,5156,13847
0201300026X,5157,13848
0201300027X,5158,13849
0201300028X,5159,13850
0201300029X,5160,13851
0201300030X,5161,13852
0201300031X,5162,13853
0201300032X,5163,13854
0201300033X,5164,13855
0201300034X,5165,13856
0201300035X,5166,13857
0201300036X,5167,13858
0201300037X,5168,13859
0201300038X,5169,13860
0201300039X,5170,13861
0201300040X,5171,13862
0201300041X,5172,13863
0201300042X,5173,13864
0201300043X,5174,13865
0201300044X,5175,13866
0201300045X,5176,13867
0201300046X,5177,13868
0201300047X,5178,13869
0201300048X,5179,13870
0201300049X,5180,13871
0201300050X,5181,13872
0201300051X,5182,13873
0201300052X,5183,13874
