co,id2_intermedio,id3_intermedio
0209100005X,20348,38401
0209100006X,20349,38402
0209100007X,20350,38403
0209100008X,20351,38404
0209100009X,20352,38405
0209100010X,20353,38406
0209100011X,20354,38407
0209100012X,20355,38408
0209100013X,20356,38409
0209100014X,20357,38410
0209100015X,20358,38411
0209100016X,20359,38412
0209100017X,20360,38413
0209100018X,20361,38414
0209100019X,20362,38415
0209100020X,20363,38416
0209100021X,20364,38417
0209100022X,20365,38418
0209100023X,20366,38419
0209100024X,20367,38420
0209100025X,20368,38421
0209100026X,20369,38422
0209100027X,20370,38423
0209100028X,20371,38424
0209100029X,20372,38425
0209100030X,20373,38426
0209100031X,20374,38427
0209100032X,20375,38428
0209100033X,20376,38429
0209100034X,20377,38430
0209100035X,20378,38431
0209100036X,20379,38432
0209100037X,20380,38433
0209100038X,20381,38434
0209100039X,20382,38435
0209100040X,20383,38436
0209100041X,20384,38437
0209100042X,20385,38438
0209100043X,20386,38439
0209100044X,20387,38440
0209100045X,20388,38441
0209109001E,20389,38442
0209200001X,20390,38443
0209200002X,20391,38444
0209200003X,20392,38445
0209200004X,20393,38446
0209200005X,20394,38447
0209200006X,20395,38448
0209200007X,20396,38449
0209200008X,20397,38450
0209200009X,20398,38451
0209200010X,20399,38452
0209200011X,20400,38453
0209200012X,20401,38454
0209200013X,20402,38455
0209200014X,20403,38456
0209200015X,20404,38457
0209200016X,20405,38458
0209200017X,20406,38459
0209200018X,20407,38460
0209200019X,20408,38461
0209200020X,20409,38462
0209200021X,20410,38463
0209200022X,20411,38464
0209200023X,20412,38465
0209200024X,20413,38466
0209200025X,20414,38467
0209200026X,20415,38468
0209200027X,20416,38469
0209200028X,20417,38470
0209200029X,20418,38471
0209200030X,20419,38472
0209200031X,20420,38473
0209200032X,20421,38474
0209200033X,20422,38475
0209200034X,20423,38476
0209200035X,20424,38477
0209200036X,20425,38478
0209200037X,20426,38479
0209200038X,20427,38480
0209200039X,20428,38481
0209200040X,20429,38482
0209200041X,20430,38483
0209200042X,20431,38484
0209200043X,20432,38485
0209200044X,20433,38486
0209200045X,20434,38487
0209200046X,20435,38488
0209200047X,20436,38489
0209200048X,20437,38490
0209200049X,20438,38491
0209200050X,20439,38492
0209200051X,20440,38493
0209200052X,20441,38494
0209200053X,20442,38495
0209200054X,20443,38496
0209200055X,20444,38497
0209200056X,20445,38498
0209200057X,20446,38499
0209200058X,20447,38500
0209200059X,20448,38501
0209200060X,20449,38502
0209200061X,20450,38503
0209200062X,20451,38504
0209200063X,20452,38505
0209200064X,20453,38506
0209200065X,20454,38507
0209200066X,20455,38508
0209200067X,20456,38509
0209200068X,20457,38510
0209200069X,20458,38511
0209200070X,20459,38512
0209200071X,20460,38513
0209200072X,20461,38514
0209200073X,20462,38515
0209200074X,20463,38516
0209200075X,20464,38517
0209200076X,20465,38518
0209200077X,20466,38519
0209200078X,20467,38520
0209200079X,20468,38521
0209200080X,20469,38522
0209200081X,20470,38523
0209200082X,20471,38524
0209200083X,20472,38525
0209200084X,20473,38526
0209200085X,20474,38527
0209200086X,20475,38528
0209200087X,20476,38529
0209200088X,20477,38530
0209200089X,20478,38531
0209200090X,20479,38532
0209200091X,20480,38533
0209200092X,20481,38534
0209200093X,20482,38535
0209200094X,20483,38536
0209200095X,20484,38537
0209200096X,20485,38538
0209200097X,20486,38539
0209200098X,20487,38540
0209200099X,20488,38541
0209200100X,20489,38542
0209200101X,20490,38543
0209200102X,20491,38544
0209200103X,20492,38545
0209200104X,20493,38546
0209200105X,20494,38547
0209200106X,20495,38548
0209200107X,20496,38549
0209200108X,20497,38550
0209200109X,20498,38551
0209200110X,20499,38552
0209200111X,20500,38553
0209200112X,20501,38554
0209200113X,20502,38555
0209200114X,20503,38556
0209200115X,20504,38557
0209200116X,20505,38558
0209200117X,20506,38559
0209200118X,20507,38560
0209200119X,20508,38561
0209200120X,20509,38562
0209200121X,20510,38563
0209200122X,20511,38564
0209200123X,20512,38565
0209200124X,20513,38566
0209200125X,20514,38567
0209200126X,20515,38568
0209200127X,20516,38569
0209200128X,20517,38570
0209200129X,20518,38571
0209200130X,20519,38572
0209200131X,20520,38573
0209200132X,20521,38574
0209200133X,20522,38575
0209200134X,20523,38576
0209200135X,20524,38577
0209200136X,20525,38578
0209200137X,20526,38579
0209200138X,20527,38580
0209200139X,20528,38581
0209200140X,20529,38582
0209200141X,20530,38583
0209200142X,20531,38584
0209200143X,20532,38585
0209200144X,20533,38586
0209200145X,20534,38587
0209200146X,20535,38588
0209200147X,20536,38589
0209200148X,20537,38590
0209200149X,20538,38591
0209200150X,20539,38592
0209200151X,20540,38593
0209200152X,20541,38594
0209200153X,20542,38595
0209200154X,20543,38596
0209200155X,20544,38597
0209200156X,20545,38598
0209200157X,20546,38599
0209200158X,20547,38600
0209200159X,20548,38601
0209200160X,20549,38602
0209200161X,20550,38603
0209200162X,20551,38604
0209200163X,20552,38605
0209200164X,20553,38606
0209200165X,20554,38607
0209200166X,20555,38608
0209200167X,20556,38609
0209200168X,20557,38610
0209200169X,20558,38611
0209200170X,20559,38612
0209200171X,20560,38613
0209200172X,20561,38614
0209200173X,20562,38615
0209200174X,20563,38616
0209200175X,20564,38617
0209200176X,20565,38618
0209200177X,20566,38619
0209200178X,20567,38620
0209200179X,20568,38621
0209200180X,20569,38622
0209200181X,20570,38623
0209200182X,20571,38624
0209200183X,20572,38625
0209200184X,20573,38626
0209200185X,20574,38627
0209200186X,20575,38628
0209200187X,20576,38629
0209200188X,20577,38630
0209200189X,20578,38631
0209200190X,20579,38632
0209200191X,20580,38633
0209200192X,20581,38634
0209200193X,20582,38635
0209200194X,20583,38636
0209200195X,20584,38637
0209200196X,20585,38638
0209200197X,20586,38639
0209200198X,20587,38640
0209200199X,20588,38641
0209200200X,20589,38642
0209200201X,20590,38643
0209200202X,20591,38644
0209200203X,20592,38645
0209200204X,20593,38646
0209200205X,20594,38647
0209200206X,20595,38648
0209200207X,20596,38649
0209200208X,20597,38650
0209200209X,20598,38651
0209200210X,20599,38652
0209200211X,20600,38653
0209200212X,20601,38654
0209200213X,20602,38655
0209200214X,20603,38656
0209200215X,20604,38657
0209200216X,20605,38658
0209200217X,20606,38659
0209200218X,20607,38660
0209200219X,20608,38661
0209200220X,20609,38662
0209200221X,20610,38663
0209200222X,20611,38664
0209200223X,20612,38665
0209200224X,20613,38666
0209200225X,20614,38667
0209200226X,20615,38668
0209200227X,20616,38669
0209200228X,20617,38670
0209200229X,20618,38671
0209200230X,20619,38672
0209200231X,20620,38673
0209200232X,20621,38674
0209200233X,20622,38675
0209200234X,20623,38676
0209200235X,20624,38677
0209200236X,20625,38678
0209200237X,20626,38679
0209200238X,20627,38680
0209200239X,20628,38681
0209200240X,20629,38682
0209200241X,20630,38683
0209200242X,20631,38684
0209200243X,20632,38685
0209200244X,20633,38686
0209200245X,20634,38687
0209200246X,20635,38688
0209200247X,20636,38689
0209200248X,20637,38690
0209200249X,20638,38691
0209200250X,20639,38692
0209200251X,20640,38693
0209200252X,20641,38694
0209200253X,20642,38695
0209200254X,20643,38696
0209200255X,20644,38697
0209200256X,20645,38698
0209200257X,20646,38699
0209200258X,20647,38700
0209200259X,20648,38701
0209200260X,20649,38702
0209200261X,20650,38703
0209200262X,20651,38704
0209200263X,20652,38705
0209200264X,20653,38706
0209200265X,20654,38707
0209200266X,20655,38708
0209200267X,20656,38709
0209200268X,20657,38710
0209200269X,20658,38711
0209200270X,20659,38712
0209200271X,20660,38713
0209200272X,20661,38714
0209200273X,20662,38715
0209200274X,20663,38716
0209200275X,20664,38717
0209200276X,20665,38718
0209200277X,20666,38719
0209200278X,20667,38720
0209200279X,20668,38721
0209200280X,20669,38722
0209200281X,20670,38723
0209200282X,20671,38724
0209200283X,20672,38725
0209200284X,20673,38726
0209200285X,20674,38727
0209200286X,20675,38728
0209200287X,20676,38729
0209200288X,20677,38730
0209200289X,20678,38731
0209200290X,20679,38732
0209200291X,20680,38733
0209200292X,20681,38734
0209200293X,20682,38735
0209200294X,20683,38736
0209200295X,20684,38737
0209200296X,20685,38738
0209200297X,20686,38739
0209200298X,20687,38740
0209200299X,20688,38741
0209200300X,20689,38742
0209200301X,20690,38743
0209200302X,20691,38744
0209200303X,20692,38745
0209200304X,20693,38746
0209200305X,20694,38747
0209200306X,20695,38748
0209200307X,20696,38749
0209200308X,20697,38750
0209200309X,20698,38751
0209200310X,20699,38752
0209200311X,20700,38753
0209200312X,20701,38754
0209200313X,20702,38755
0209200314X,20703,38756
0209200315X,20704,38757
0209200316X,20705,38758
0209200317X,20706,38759
0209200318X,20707,38760
0209200319X,20708,38761
0209200320X,20709,38762
0209200321X,20710,38763
0209200322X,20711,38764
0209200323X,20712,38765
0209200324X,20713,38766
0209200325X,20714,38767
0209200326X,20715,38768
0209200327X,20716,38769
0209200328X,20717,38770
0209200329X,20718,38771
0209200330X,20719,38772
0209200331X,20720,38773
0209200332X,20721,38774
0209200333X,20722,38775
0209200334X,20723,38776
0209200335X,20724,38777
0209200336X,20725,38778
0209200337X,20726,38779
0209200338X,20727,38780
0209200339X,20728,38781
0209200340X,20729,38782
0209200341X,20730,38783
0209200342X,20731,38784
0209200343X,20732,38785
0209200344X,20733,38786
0209200345X,20734,38787
0209200346X,20735,38788
0209200347X,20736,38789
0209200348X,20737,38790
0209200349X,20738,38791
0209200350X,20739,38792
0209200351X,20740,38793
0209200352X,20741,38794
0209200353X,20742,38795
0209200354X,20743,38796
0209200355X,20744,38797
0209200356X,20745,38798
0209200357X,20746,38799
0209200358X,20747,38800
0209200359X,20748,38801
0209200360X,20749,38802
0209200361X,20750,38803
0209200362X,20751,38804
0209200363X,20752,38805
0209200364X,20753,38806
0209200365X,20754,38807
0209200366X,20755,38808
0209200367X,20756,38809
0209200368X,20757,38810
0209200369X,20758,38811
0209200370X,20759,38812
0209200371X,20760,38813
0209200372X,20761,38814
0209200373X,20762,38815
0209200374X,20763,38816
0209200375X,20764,38817
0209200376X,20765,38818
0209200377X,20766,38819
0209200378X,20767,38820
0209200379X,20768,38821
0209200380X,20769,38822
0209200381X,20770,38823
0209200382X,20771,38824
0209200383X,20772,38825
0209200384X,20773,38826
0209200385X,20774,38827
0209200386X,20775,38828
0209200387X,20776,38829
0209200388X,20777,38830
0209200389X,20778,38831
0209200390X,20779,38832
0209200391X,20780,38833
0209200392X,20781,38834
0209200393X,20782,38835
0209200394X,20783,38836
0209200395X,20784,38837
0209200396X,20785,38838
0209200397X,20786,38839
0209200398X,20787,38840
0209200399X,20788,38841
0209200400X,20789,38842
0209200401X,20790,38843
0209200402X,20791,38844
0209200403X,20792,38845
0209200404X,20793,38846
0209200405X,20794,38847
0209200406X,20795,38848
0209200407X,20796,38849
0209200408X,20797,38850
0209200409X,20798,38851
0209200410X,20799,38852
0209200411X,20800,38853
0209200412X,20801,38854
0209200413X,20802,38855
0209200414X,20803,38856
0209200415X,20804,38857
0209200416X,20805,38858
0209200417X,20806,38859
0209200418X,20807,38860
0209200419X,20808,38861
0209200420X,20809,38862
0209200421X,20810,38863
0209200422X,20811,38864
0209200423X,20812,38865
0209200424X,20813,38866
0209200425X,20814,38867
0209200426X,20815,38868
0209200427X,20816,38869
0209200428X,20817,38870
0209200429X,20818,38871
0209200430X,20819,38872
0209200431X,20820,38873
0209200432X,20821,38874
0209200433X,20822,38875
0209200434X,20823,38876
0209200435X,20824,38877
0209200436X,20825,38878
0209200437X,20826,38879
0209200438X,20827,38880
0209200439X,20828,38881
0209200440X,20829,38882
0209200441X,20830,38883
0209200442X,20831,38884
0209200443X,20832,38885
0209200444X,20833,38886
0209200445X,20834,38887
0209200446X,20835,38888
0209200447X,20836,38889
0209200448X,20837,38890
0209200449X,20838,38891
0209200450X,20839,38892
0209200451X,20840,38893
0209200452X,20841,38894
0209200453X,20842,38895
0209200454X,20843,38896
0209200455X,20844,38897
0209200456X,20845,38898
0209200457X,20846,38899
0209200458X,20847,38900
0209200459X,20848,38901
0209200460X,20849,38902
0209200461X,20850,38903
0209200462X,20851,38904
0209200463X,20852,38905
0209200464X,20853,38906
0209200465X,20854,38907
0209200466X,20855,38908
0209200467X,20856,38909
0209200468X,20857,38910
0209200469X,20858,38911
0209200470X,20859,38912
0209200471X,20860,38913
0209200472X,20861,38914
0209200473X,20862,38915
0209200474X,20863,38916
0209200475X,20864,38917
0209200476X,20865,38918
0209200477X,20866,38919
0209200478X,20867,38920
0209200479X,20868,38921
0209200480X,20869,38922
0209200481X,20870,38923
0209200482X,20871,38924
0209200483X,20872,38925
0209200484X,20873,38926
0209200485X,20874,38927
0209200486X,20875,38928
0209200487X,20876,38929
0209200488X,20877,38930
0209200489X,20878,38931
0209200490X,20879,38932
0209200491X,20880,38933
0209200492X,20881,38934
0209200493X,20882,38935
0209200494X,20883,38936
0209200495X,20884,38937
0209200496X,20885,38938
0209200497X,20886,38939
0209200498X,20887,38940
0209200499X,20888,38941
0209200500X,20889,38942
0209200501X,20890,38943
0209200502X,20891,38944
0209200503X,20892,38945
0209200504X,20893,38946
0209200505X,20894,38947
0209200506X,20895,38948
0209200507X,20896,38949
0209200508X,20897,38950
0209200509X,20898,38951
0209200510X,20899,38952
0209200511X,20900,38953
0209200512X,20901,38954
0209200513X,20902,38955
0209200514X,20903,38956
0209200515X,20904,38957
0209200516X,20905,38958
0209200517X,20906,38959
0209200518X,20907,38960
0209200519X,20908,38961
0209200520X,20909,38962
0209200521X,20910,38963
0209200522X,20911,38964
0209200523X,20912,38965
0209200524X,20913,38966
0209200525X,20914,38967
0209200526X,20915,38968
0209200527X,20916,38969
0209200528X,20917,38970
0209200529X,20918,38971
0209200530X,20919,38972
0209200531X,20920,38973
0209200532X,20921,38974
0209200533X,20922,38975
0209200534X,20923,38976
0209200535X,20924,38977
0209200536X,20925,38978
0209200537X,20926,38979
0209200538X,20927,38980
0209200539X,20928,38981
0209200540X,20929,38982
0209200541X,20930,38983
0209200542X,20931,38984
0209200543X,20932,38985
0209200544X,20933,38986
0209200545X,20934,38987
0209200546X,20935,38988
0209200547X,20936,38989
0209200548X,20937,38990
0209200549X,20938,38991
0209200550X,20939,38992
0209200551X,20940,38993
0209200552X,20941,38994
0209200553X,20942,38995
0209200554X,20943,38996
0209200555X,20944,38997
0209200556X,20945,38998
0209200557X,20946,38999
0209200558X,20947,39000
0209200559X,20948,39001
0209200560X,20949,39002
0209200561X,20950,39003
0209200562X,20951,39004
0209200563X,20952,39005
0209200564X,20953,39006
0209200565X,20954,39007
0209200566X,20955,39008
0209200567X,20956,39009
0209200568X,20957,39010
0209200569X,20958,39011
0209200570X,20959,39012
0209200571X,20960,39013
0209200572X,20961,39014
0209200573X,20962,39015
0209200574X,20963,39016
0209200575X,20964,39017
0209200576X,20965,39018
0209200577X,20966,39019
0209200578X,20967,39020
0209200579X,20968,39021
0209200580X,20969,39022
0209200581X,20970,39023
0209200582X,20971,39024
0209200583X,20972,39025
0209200584X,20973,39026
0209200585X,20974,39027
0209200586X,20975,39028
0209200587X,20976,39029
0209200588X,20977,39030
0209200589X,20978,39031
0209200590X,20979,39032
0209200591X,20980,39033
0209200592X,20981,39034
0209200593X,20982,39035
0209200594X,20983,39036
0209200595X,20984,39037
0209200596X,20985,39038
0209200597X,20986,39039
0209200598X,20987,39040
0209200599X,20988,39041
0209200600X,20989,39042
0209200601X,20990,39043
0209200602X,20991,39044
0209200603X,20992,39045
0209200604X,20993,39046
0209200605X,20994,39047
0209200606X,20995,39048
0209200607X,20996,39049
0209200608X,20997,39050
0209200609X,20998,39051
0209200610X,20999,39052
0209200611X,21000,39053
0209200612X,21001,39054
0209200613X,21002,39055
0209200614X,21003,39056
0209200615X,21004,39057
0209200616X,21005,39058
0209200617X,21006,39059
0209200618X,21007,39060
0209200619X,21008,39061
0209200620X,21009,39062
0209200621X,21010,39063
0209200622X,21011,39064
0209200623X,21012,39065
0209200624X,21013,39066
0209200625X,21014,39067
0209200626X,21015,39068
0209200627X,21016,39069
0209200628X,21017,39070
0209200629X,21018,39071
0209200630X,21019,39072
0209200631X,21020,39073
0209200632X,21021,39074
0209200633X,21022,39075
0209200634X,21023,39076
0209200635X,21024,39077
0209200636X,21025,39078
0209200637X,21026,39079
0209200638X,21027,39080
0209200639X,21028,39081
0209200640X,21029,39082
0209200641X,21030,39083
0209200642X,21031,39084
0209200643X,21032,39085
0209200644X,21033,39086
0209200645X,21034,39087
0209200646X,21035,39088
0209200647X,21036,39089
0209200648X,21037,39090
0209200649X,21038,39091
0209200650X,21039,39092
0209200651X,21040,39093
0209200652X,21041,39094
0209200653X,21042,39095
0209200654X,21043,39096
0209200655X,21044,39097
0209200656X,21045,39098
0209200657X,21046,39099
0209200658X,21047,39100
0209200659X,21048,39101
0209200660X,21049,39102
0209200661X,21050,39103
0209200662X,21051,39104
0209200663X,21052,39105
0209200664X,21053,39106
0209200665X,21054,39107
0209200666X,21055,39108
0209200667X,21056,39109
0209200668X,21057,39110
0209200669X,21058,39111
0209200670X,21059,39112
0209200671X,21060,39113
0209200672X,21061,39114
0209200673X,21062,39115
0209200674X,21063,39116
0209200675X,21064,39117
0209200676X,21065,39118
0209200677X,21066,39119
0209200678X,21067,39120
0209200679X,21068,39121
0209200680X,21069,39122
0209200681X,21070,39123
0209200682X,21071,39124
0209200683X,21072,39125
0209200684X,21073,39126
0209200685X,21074,39127
0209200686X,21075,39128
0209200687X,21076,39129
0209200688X,21077,39130
0209200689X,21078,39131
0209200690X,21079,39132
0209200691X,21080,39133
0209200692X,21081,39134
0209200693X,21082,39135
0209200694X,21083,39136
0209200695X,21084,39137
0209200696X,21085,39138
0209200697X,21086,39139
0209200698X,21087,39140
0209200699X,21088,39141
0209200700X,21089,39142
0209200701X,21090,39143
0209200702X,21091,39144
0209200703X,21092,39145
0209200704X,21093,39146
0209200705X,21094,39147
0209200706X,21095,39148
0209200707X,21096,39149
0209200708X,21097,39150
0209200709X,21098,39151
0209200710X,21099,39152
0209200711X,21100,39153
0209200712X,21101,39154
0209200713X,21102,39155
0209200714X,21103,39156
0209200715X,21104,39157
0209200716X,21105,39158
0209200717X,21106,39159
0209200718X,21107,39160
0209200719X,21108,39161
0209200720X,21109,39162
0209200721X,21110,39163
0209200722X,21111,39164
0209200723X,21112,39165
0209200724X,21113,39166
0209200725X,21114,39167
0209200726X,21115,39168
0209200727X,21116,39169
0209200728X,21117,39170
0209200729X,21118,39171
0209200730X,21119,39172
0209200731X,21120,39173
0209200732X,21121,39174
0209200733X,21122,39175
0209200734X,21123,39176
0209200735X,21124,39177
0209200736X,21125,39178
0209200737X,21126,39179
0209200738X,21127,39180
0209200739X,21128,39181
0209200740X,21129,39182
0209200741X,21130,39183
0209200742X,21131,39184
0209200743X,21132,39185
0209200744X,21133,39186
0209200745X,21134,39187
0209200746X,21135,39188
0209200747X,21136,39189
0209200748X,21137,39190
0209200749X,21138,39191
0209200750X,21139,39192
0209200751X,21140,39193
0209200752X,21141,39194
0209200753X,21142,39195
0209200754X,21143,39196
0209200755X,21144,39197
0209200756X,21145,39198
0209200757X,21146,39199
0209200758X,21147,39200
0209200759X,21148,39201
0209200760X,21149,39202
0209200761X,21150,39203
0209200762X,21151,39204
0209200763X,21152,39205
0209200764X,21153,39206
0209200765X,21154,39207
0209200766X,21155,39208
0209200767X,21156,39209
0209200768X,21157,39210
0209200769X,21158,39211
0209200770X,21159,39212
0209200771X,21160,39213
0209200772X,21161,39214
0209200773X,21162,39215
0209200774X,21163,39216
0209200775X,21164,39217
0209200776X,21165,39218
0209200777X,21166,39219
0209200778X,21167,39220
0209200779X,21168,39221
0209200780X,21169,39222
0209200781X,21170,39223
0209200782X,21171,39224
0209200783X,21172,39225
0209200784X,21173,39226
0209200785X,21174,39227
0209200786X,21175,39228
0209200787X,21176,39229
0209200788X,21177,39230
0209200789X,21178,39231
0209200790X,21179,39232
0209200791X,21180,39233
0209200792X,21181,39234
0209200793X,21182,39235
0209200794X,21183,39236
0209200795X,21184,39237
0209200796X,21185,39238
0209200797X,21186,39239
0209200798X,21187,39240
0209200799X,21188,39241
0209200800X,21189,39242
0209200801X,21190,39243
0209200802X,21191,39244
0209200803X,21192,39245
0209200804X,21193,39246
0209200805X,21194,39247
0209200806X,21195,39248
0209200807X,21196,39249
0209200808X,21197,39250
0209200809X,21198,39251
0209200810X,21199,39252
0209200811X,21200,39253
0209200812X,21201,39254
0209200813X,21202,39255
0209200814X,21203,39256
0209200815X,21204,39257
0209200816X,21205,39258
0209200817X,21206,39259
0209200818X,21207,39260
0209200819X,21208,39261
0209200820X,21209,39262
0209200821X,21210,39263
0209200822X,21211,39264
0209200823X,21212,39265
0209200824X,21213,39266
0209200825X,21214,39267
0209200826X,21215,39268
0209200827X,21216,39269
0209200828X,21217,39270
0209200829X,21218,39271
0209200830X,21219,39272
0209200831X,21220,39273
0209200832X,21221,39274
0209200833X,21222,39275
0209200834X,21223,39276
0209200835X,21224,39277
0209200836X,21225,39278
0209200837X,21226,39279
0209200838X,21227,39280
0209200839X,21228,39281
0209200840X,21229,39282
0209200841X,21230,39283
0209200842X,21231,39284
0209200843X,21232,39285
0209200844X,21233,39286
0209200845X,21234,39287
0209200846X,21235,39288
0209200847X,21236,39289
0209200848X,21237,39290
0209200849X,21238,39291
0209200850X,21239,39292
0209200851X,21240,39293
0209200852X,21241,39294
0209200853X,21242,39295
0209200854X,21243,39296
0209200855X,21244,39297
0209200856X,21245,39298
0209200857X,21246,39299
0209200858X,21247,39300
0209200859X,21248,39301
0209200860X,21249,39302
0209200861X,21250,39303
0209200862X,21251,39304
0209200863X,21252,39305
0209200864X,21253,39306
0209200865X,21254,39307
0209200866X,21255,39308
0209200867X,21256,39309
0209200868X,21257,39310
0209200869X,21258,39311
0209200870X,21259,39312
0209200871X,21260,39313
0209200872X,21261,39314
0209200873X,21262,39315
0209200874X,21263,39316
0209200875X,21264,39317
0209200876X,21265,39318
0209200877X,21266,39319
0209200878X,21267,39320
0209200879X,21268,39321
0209200880X,21269,39322
0209200881X,21270,39323
0209200882X,21271,39324
0209200883X,21272,39325
0209200884X,21273,39326
0209200885X,21274,39327
0209200886X,21275,39328
0209200887X,21276,39329
0209200888X,21277,39330
0209200889X,21278,39331
0209200890X,21279,39332
0209200891X,21280,39333
0209200892X,21281,39334
0209200893X,21282,39335
0209200894X,21283,39336
0209200895X,21284,39337
0209200896X,21285,39338
0209200897X,21286,39339
0209200898X,21287,39340
0209200899X,21288,39341
0209200900X,21289,39342
0209200901X,21290,39343
0209200902X,21291,39344
0209200903X,21292,39345
0209200904X,21293,39346
0209200905X,21294,39347
0209200906X,21295,39348
0209200907X,21296,39349
0209200908X,21297,39350
0209200909X,21298,39351
0209200910X,21299,39352
0209200911X,21300,39353
0209200912X,21301,39354
0209200913X,21302,39355
0209200914X,21303,39356
0209200915X,21304,39357
0209200916X,21305,39358
0209200917X,21306,39359
0209200918X,21307,39360
0209200919X,21308,39361
0209200920X,21309,39362
0209200921X,21310,39363
0209200922X,21311,39364
0209200923X,21312,39365
0209200924X,21313,39366
0209200925X,21314,39367
0209200926X,21315,39368
0209200927X,21316,39369
0209200928X,21317,39370
0209200929X,21318,39371
0209200930X,21319,39372
0209200931X,21320,39373
0209200932X,21321,39374
0209200933X,21322,39375
0209200934X,21323,39376
0209200935X,21324,39377
0209200936X,21325,39378
0209200937X,21326,39379
0209200938X,21327,39380
0209200939X,21328,39381
0209200940X,21329,39382
0209200941X,21330,39383
0209200942X,21331,39384
0209200943X,21332,39385
0209200944X,21333,39386
0209200945X,21334,39387
0209200946X,21335,39388
0209200947X,21336,39389
0209200948X,21337,39390
0209200949X,21338,39391
0209200950X,21339,39392
0209200951X,21340,39393
0209200952X,21341,39394
0209200953X,21342,39395
0209200954X,21343,39396
0209200955X,21344,39397
0209200956X,21345,39398
0209200957X,21346,39399
0209200958X,21347,39400
0209200959X,21348,39401
0209200960X,21349,39402
0209200961X,21350,39403
0209200962X,21351,39404
0209200963X,21352,39405
0209200964X,21353,39406
0209200965X,21354,39407
0209200966X,21355,39408
0209200967X,21356,39409
0209200968X,21357,39410
0209200969X,21358,39411
0209200970X,21359,39412
0209200971X,21360,39413
0209200972X,21361,39414
0209200973X,21362,39415
0209200974X,21363,39416
0209200975X,21364,39417
0209200976X,21365,39418
0209200977X,21366,39419
0209200978X,21367,39420
0209200979X,21368,39421
0209200980X,21369,39422
0209200981X,21370,39423
0209200982X,21371,39424
0209200983X,21372,39425
0209200984X,21373,39426
0209200985X,21374,39427
0209200986X,21375,39428
0209200987X,21376,39429
0209200988X,21377,39430
0209200989X,21378,39431
0209200990X,21379,39432
0209200991X,21380,39433
0209200992X,21381,39434
0209200993X,21382,39435
0209200994X,21383,39436
0209200995X,21384,39437
0209200996X,21385,39438
0209200997X,21386,39439
0209200998X,21387,39440
0209200999X,21388,39441
0209201000X,21389,39442
0209201001X,21390,39443
0209201002X,21391,39444
0209201003X,21392,39445
0209201004X,21393,39446
0209201005X,21394,39447
0209201006X,21395,39448
0209201007X,21396,39449
0209201008X,21397,39450
0209201009X,21398,39451
0209201010X,21399,39452
0209201011X,21400,39453
0209201012X,21401,39454
0209201013X,21402,39455
0209201014X,21403,39456
0209201015X,21404,39457
0209201016X,21405,39458
0209201017X,21406,39459
0209201018X,21407,39460
0209201019X,21408,39461
0209201020X,21409,39462
0209201021X,21410,39463
0209201022X,21411,39464
0209201023X,21412,39465
0209201024X,21413,39466
0209201025X,21414,39467
0209201026X,21415,39468
0209201027X,21416,39469
0209201028X,21417,39470
0209201029X,21418,39471
0209201030X,21419,39472
0209201031X,21420,39473
0209201032X,21421,39474
0209201033X,21422,39475
0209201034X,21423,39476
0209201035X,21424,39477
0209201036X,21425,39478
0209201037X,21426,39479
0209201038X,21427,39480
0209201039X,21428,39481
0209201040X,21429,39482
0209201041X,21430,39483
0209201042X,21431,39484
0209201043X,21432,39485
0209201044X,21433,39486
0209201045X,21434,39487
0209201046X,21435,39488
0209201047X,21436,39489
0209201048X,21437,39490
0209201049X,21438,39491
0209201050X,21439,39492
0209201051X,21440,39493
0209201052X,21441,39494
0209201053X,21442,39495
0209201054X,21443,39496
0209201055X,21444,39497
0209201056X,21445,39498
0209201057X,21446,39499
0209201058X,21447,39500
0209201059X,21448,39501
0209201060X,21449,39502
0209201061X,21450,39503
0209201062X,21451,39504
0209201063X,21452,39505
0209201064X,21453,39506
0209201065X,21454,39507
0209201066X,21455,39508
0209201067X,21456,39509
0209201068X,21457,39510
0209201069X,21458,39511
0209201070X,21459,39512
0209201071X,21460,39513
0209201072X,21461,39514
0209201073X,21462,39515
0209201074X,21463,39516
0209201075X,21464,39517
0209201076X,21465,39518
0209201077X,21466,39519
0209201078X,21467,39520
0209201079X,21468,39521
0209201080X,21469,39522
0209201081X,21470,39523
0209201082X,21471,39524
0209201083X,21472,39525
0209201084X,21473,39526
0209201085X,21474,39527
0209201086X,21475,39528
0209201087X,21476,39529
0209201088X,21477,39530
0209201089X,21478,39531
0209201090X,21479,39532
0209201091X,21480,39533
0209201092X,21481,39534
0209201093X,21482,39535
0209201094X,21483,39536
0209201095X,21484,39537
0209201096X,21485,39538
0209201097X,21486,39539
0209201098X,21487,39540
0209201099X,21488,39541
0209201100X,21489,39542
0209201101X,21490,39543
0209201102X,21491,39544
0209201103X,21492,39545
0209201104X,21493,39546
0209201105X,21494,39547
0209201106X,21495,39548
0209201107X,21496,39549
0209201108X,21497,39550
0209201109X,21498,39551
0209201110X,21499,39552
0209201111X,21500,39553
0209201112X,21501,39554
0209201113X,21502,39555
0209201114X,21503,39556
0209201115X,21504,39557
0209201116X,21505,39558
0209201117X,21506,39559
0209201118X,21507,39560
0209201119X,21508,39561
0209201120X,21509,39562
0209201121X,21510,39563
0209201122X,21511,39564
0209201123X,21512,39565
